 61 3423.412674 2.021E-29 3.978E-04.04400.057 2626.67330.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23E  72        22E   4     233332403637 7 1 7    94.0   90.0
 61 3423.815584 1.236E-28 1.615E-03.04400.057 2625.77100.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F2108        22F1  4     233332403637 7 1 7   141.0  135.0
 61 3424.044985 1.873E-29 8.442E-05.04500.057 2397.80660.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   22F2107        21F1  3     233332403637 7 1 7   135.0  129.0
 61 3424.965515 7.655E-29 9.954E-04.04400.057 2624.62110.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F2108        22F1  3     233332403637 7 1 7   141.0  135.0
 61 3424.979071 7.933E-29 1.551E-03.04400.057 2625.10690.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23E  72        22E   3     233332403637 7 1 7    94.0   90.0
 61 3425.092202 5.152E-27 4.001E-02.04400.057 2623.65870.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23A2 37        22A1  1     333332403637 7 1 7   235.0  225.0
 61 3425.896432 1.238E-28 1.063E-03.04400.057 2625.84550.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   21A2  3        22A1  2     133332453637 7 1 7   215.0  225.0
 61 3425.909869 3.001E-27 3.887E-02.04400.057 2623.67650.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F2108        22F1  2     333332403637 7 1 7   141.0  135.0
 61 3426.399990 1.901E-27 3.694E-02.04400.057 2623.68600.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23E  72        22E   2     333332403637 7 1 7    94.0   90.0
 61 3427.444898 7.669E-27 5.370E-03.04500.058 1974.04100.60-.006800    0 0 0 3 1F2    0 0 0 0 1A1   18F1  4        19F2  1     134332453638 7 1 7   111.0  117.0
 61 3427.448809 7.549E-27 5.286E-03.04500.058 1974.04060.60-.006800    0 0 0 3 1F2    0 0 0 0 1A1   18F2  4        19F1  1     134332453638 7 1 7   111.0  117.0
 61 3428.083169 4.966E-28 4.223E-03.04400.057 2623.65870.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   21A2  3        22A1  1     133332453637 7 1 7   215.0  225.0
 61 3428.083660 2.190E-28 4.656E-03.04400.057 2623.68600.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   21E   5        22E   2     133332453637 7 1 7    86.0   90.0
 61 3428.083902 3.056E-28 4.331E-03.04400.057 2623.67650.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   21F2  7        22F1  2     133332453637 7 1 7   129.0  135.0
 61 3428.737841 8.403E-29 1.106E-03.04400.057 2626.68770.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F1110        22F2  6     233332403637 7 1 7   141.0  135.0
 61 3429.745266 8.935E-29 1.171E-03.04400.057 2625.68040.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F1110        22F2  5     233332403637 7 1 7   141.0  135.0
 61 3430.246821 8.696E-29 1.137E-03.04400.057 2625.17870.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F1110        22F2  4     233332403637 7 1 7   141.0  135.0
 61 3430.898527 3.766E-27 4.912E-02.04400.057 2624.52710.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F1110        22F2  3     333332403637 7 1 7   141.0  135.0
 61 3431.908074 1.134E-26 3.117E-02.04500.057 2400.18410.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   22A2 35        21A1  2     333332403637 7 1 7   225.0  215.0
 61 3431.932170 6.895E-27 3.159E-02.04500.057 2400.20140.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   22F2108        21F1  6     333332403637 7 1 7   135.0  129.0
